MMS ID,Handle,Title,dc:type,dc:format,dcterms:format,Thumbnail?,File Opens?,Needs Attention?
991011589462704641,http://hdl.handle.net/11084/21291,"""John's Furniture & Appliances""",image,reformatted digital,image/jpeg,,,
991011589462804641,http://hdl.handle.net/11084/21514,"""Alley Next to Village Decorating""",image,reformatted digital,image/jpeg,,,
991011589462904641,http://hdl.handle.net/11084/20526,"""Large Group Around Table with Possible City Logos""",image,reformatted digital,image/jpeg,,,
991011589463004641,http://hdl.handle.net/11084/21155,"""Drummond Club Meeting""",photograph,reformatted digital,image/tiff,,,
991011589463104641,http://hdl.handle.net/11084/21399,"""Detailing on Miles Building [002]""",image,reformatted digital,image/jpeg,,,
991011589463204641,http://hdl.handle.net/11084/21513,"""Hiland Truck Driving Down Alley""",image,reformatted digital,image/jpeg,,,
991011589463304641,http://hdl.handle.net/11084/20525,"""Four People Around Table with Possible City Logos""",image,reformatted digital,image/jpeg,,,
991011589463404641,http://hdl.handle.net/11084/21154,"""Drummond Club November 1977""",photograph,reformatted digital,image/tiff,,,
991011589463504641,http://hdl.handle.net/11084/20524,"""Man Presenting Grinnell City Logo Idea""",image,reformatted digital,image/jpeg,,,
991011589463604641,http://hdl.handle.net/11084/21153,"""Drummond Club Meeting November 1977""",photograph,reformatted digital,image/tiff,,,
991011589463704641,http://hdl.handle.net/11084/21512,"""Interior of Village Decorating""",image,reformatted digital,image/jpeg,,,
991011589463804641,http://hdl.handle.net/11084/21290,"""John's Hardware & Appliances Before Renovation""",image,reformatted digital,image/jpeg,,,
991011589463904641,http://hdl.handle.net/11084/20523,"""Three Women Presenting  Grinnell Logo Idea""",image,reformatted digital,image/jpeg,,,
991011589464004641,http://hdl.handle.net/11084/21152,"""Drummond Club Members 1977""",photograph,reformatted digital,image/tiff,,,
991011589464104641,http://hdl.handle.net/11084/21511,"""Three Men Working on the Roof""",image,reformatted digital,image/jpeg,,,
991011589464204641,http://hdl.handle.net/11084/21289,"""John's Hardware & Appliances""",image,reformatted digital,image/jpeg,,,
991011589464304641,http://hdl.handle.net/11084/21061,"""Drummond Club Meeting 1968""",photograph,reformatted digital,image/tiff,,,
991011589464404641,http://hdl.handle.net/11084/21510,"""Man on Roof""",image,reformatted digital,image/jpeg,,,
991011589464504641,http://hdl.handle.net/11084/21288,"""Looking Out from the Interior of Grinnell Federal Savings and Loans""",image,reformatted digital,image/jpeg,,,
991011589464604641,http://hdl.handle.net/11084/21398,"""Detailing on Miles Building [001]""",image,reformatted digital,image/jpeg,,,
991011589464704641,http://hdl.handle.net/11084/21060,"""Drummond Club Meeting 1977""",photograph,reformatted digital,image/tiff,,,
991011589464804641,http://hdl.handle.net/11084/20522,"""Woman Presenting Grinnell Logo Idea""",image,reformatted digital,image/jpeg,,,
991011589464904641,http://hdl.handle.net/11084/21397,"""Tharp Pharmacy and Peppercorn's Delicatessen""",image,reformatted digital,image/jpeg,,,
991011589465004641,http://hdl.handle.net/11084/21287,"""Interior of Grinnell Federal Savings and Loans""",image,reformatted digital,image/jpeg,,,
991011589465104641,http://hdl.handle.net/11084/21059,"""Christmas Greetings 1955""",portrait,reformatted digital,image/tiff,,,
991011589465204641,http://hdl.handle.net/11084/21053,"""Drummond Christmas Party 1954""",photograph,reformatted digital,image/tiff,,,
991011589465304641,http://hdl.handle.net/11084/20521,"""Man Presenting Grinnell Logo Idea""",image,reformatted digital,image/jpeg,,,
991011589465404641,http://hdl.handle.net/11084/21052,"""Summer view of 1305 Summer Street""",photograph,reformatted digital,image/tiff,,,
991011589465504641,http://hdl.handle.net/11084/21396,"""Bryan's Shoe Service, Dress Less, and Tharp Pharmacy""",image,reformatted digital,image/jpeg,,,
991011589465604641,http://hdl.handle.net/11084/21286,"""Wayside Florist""",image,reformatted digital,image/jpeg,,,
991011589465704641,http://hdl.handle.net/11084/20520,"""Large Group Meeting""",image,reformatted digital,image/jpeg,,,
991011589465804641,http://hdl.handle.net/11084/21395,"""Dress Less and Tharp Pharmacy""",image,reformatted digital,image/jpeg,,,
991011589465904641,http://hdl.handle.net/11084/20519,"""Four People Seated Around a Table""",image,reformatted digital,image/jpeg,,,
991011589466004641,http://hdl.handle.net/11084/21394,"""Cunningham Plumbing & Heating and Bryan's Shoe Service with Curtains""",image,reformatted digital,image/jpeg,,,
991011589466104641,http://hdl.handle.net/11084/20518,"""Four People in a Meeting [002]""",image,reformatted digital,image/jpeg,,,
991011589466204641,http://hdl.handle.net/11084/21393,"""Cunningham Plumbing & Heating and Bryan's Shoe Service""",image,reformatted digital,image/jpeg,,,
991011589466304641,http://hdl.handle.net/11084/21285,"""Redden-Miller Storefront""",image,reformatted digital,image/jpeg,,,
991011589466404641,http://hdl.handle.net/11084/21509,"""Man Repairing Roof""",image,reformatted digital,image/jpeg,,,
991011589466504641,http://hdl.handle.net/11084/21392,"""Broad Street Looking South from 5th Avenue""",image,reformatted digital,image/jpeg,,,
991011589466604641,http://hdl.handle.net/11084/21284,"""West Side of Main Street from 5th Avenue""",image,reformatted digital,image/jpeg,,,
991011589466704641,http://hdl.handle.net/11084/21391,"""Back Entrance to Back Alley Deli Before Renovation""",image,reformatted digital,image/jpeg,,,
991011589466804641,http://hdl.handle.net/11084/21508,"""813 4th Avenue Roof""",image,reformatted digital,image/jpeg,,,
991011589466904641,http://hdl.handle.net/11084/20517,"""Two Men in a Meeting""",image,reformatted digital,image/jpeg,,,
991011589467004641,http://hdl.handle.net/11084/21051,"""1305 Summer Street""",photograph,reformatted digital,image/tiff,,,
991011589467104641,http://hdl.handle.net/11084/21283,"""Davidson's and Lord's""",image,reformatted digital,image/jpeg,,,
991011589467204641,http://hdl.handle.net/11084/20574,"""Grinnell Historical Museum""",image,reformatted digital,image/jpeg,,,
991011589467304641,http://hdl.handle.net/11084/21282,"""Hammond's Hallmark at 933 Main""",image,reformatted digital,image/jpeg,,,
991011589467404641,http://hdl.handle.net/11084/20573,"""Welcome Banner on Light Post""",image,reformatted digital,image/jpeg,,,
991011589467504641,http://hdl.handle.net/11084/20572,"""Farmer Nick's Restaurant""",image,reformatted digital,image/jpeg,,,
991011589467604641,http://hdl.handle.net/11084/20516,"""Group of Five People in Business Clothes""",image,reformatted digital,image/jpeg,,,
991011589467704641,http://hdl.handle.net/11084/21281,"""Hammond's Hallmark, Forbes, and Main Street Wine Cellar""",image,reformatted digital,image/jpeg,,,
991011589467804641,http://hdl.handle.net/11084/21280,"""Wood Wax & Paper, Forbes, and Main Street Wine Cellar""",image,reformatted digital,image/jpeg,,,
991011589467904641,http://hdl.handle.net/11084/21390,"""Inside Varsity News""",image,reformatted digital,image/jpeg,,,
991011589468004641,http://hdl.handle.net/11084/20571,"""Breadeaux Pisa""",image,reformatted digital,image/jpeg,,,
991011589468104641,http://hdl.handle.net/11084/20515,"""Child Playing on Central Park Playground""",image,reformatted digital,image/jpeg,,,
991011589468204641,http://hdl.handle.net/11084/20570,"""Corner View of B.P.O.E. Building""",image,reformatted digital,image/jpeg,,,
991011589468304641,http://hdl.handle.net/11084/21507,"""813 4th Avenue With Awnings""",image,reformatted digital,image/jpeg,,,
991011589468404641,http://hdl.handle.net/11084/20514,"""Child Playing in Playground Sand""",image,reformatted digital,image/jpeg,,,
991011589468504641,http://hdl.handle.net/11084/20569,"""Godfather's Pizza Building""",image,reformatted digital,image/jpeg,,,
991011589468604641,http://hdl.handle.net/11084/21506,"""813 4th Avenue End of Renovation""",image,reformatted digital,image/jpeg,,,
991011589468704641,http://hdl.handle.net/11084/20513,"""Floor Plan of the Central Park Gazebo""",image,reformatted digital,image/jpeg,,,
991011589468804641,http://hdl.handle.net/11084/21505,"""People Working on Village Decorating Renovation""",image,reformatted digital,image/jpeg,,,
991011589468904641,http://hdl.handle.net/11084/21504,"""Two Men Painting Balconet""",image,reformatted digital,image/jpeg,,,
991011589469004641,http://hdl.handle.net/11084/21279,"""Storefronts on West Side of Main Street Post Renovation""",image,reformatted digital,image/jpeg,,,
991011589469104641,http://hdl.handle.net/11084/21503,"""Man on a Ladder""",image,reformatted digital,image/jpeg,,,
991011589469204641,http://hdl.handle.net/11084/21278,"""Sandy's School of Dance,  Miller's Barber Shop,  Wood Wax 'n Paper-Hallmark, and Forbes Office Equipment""",image,reformatted digital,image/jpeg,,,
991011589469304641,http://hdl.handle.net/11084/20512,"""Children on Swings""",image,reformatted digital,image/jpeg,,,
991011589469404641,http://hdl.handle.net/11084/21502,"""Man Working on Village Decorating Renovation""",image,reformatted digital,image/jpeg,,,
991011589469504641,http://hdl.handle.net/11084/20511,"""Early Central Park Plan""",image,reformatted digital,image/jpeg,,,
991011589469604641,http://hdl.handle.net/11084/21501,"""Two Men Working on Village Decorating  Renovation""",image,reformatted digital,image/jpeg,,,
991011589469704641,http://hdl.handle.net/11084/21389,"""Back Entrance to Back Alley Deli""",image,reformatted digital,image/jpeg,,,
991011589469804641,http://hdl.handle.net/11084/21497,"""4th Avenue After Village Decorating Renovation""",image,reformatted digital,image/jpeg,,,
991011589469904641,http://hdl.handle.net/11084/21388,"""Back Alley Deli with Awning Down""",image,reformatted digital,image/jpeg,,,
991011589470004641,http://hdl.handle.net/11084/21277,"""Sandy's School of Dance and Miller's Barber Shop""",image,reformatted digital,image/jpeg,,,
991011589470104641,http://hdl.handle.net/11084/20568,"""Jensen Optometrists Building""",image,reformatted digital,image/jpeg,,,
991011589470204641,http://hdl.handle.net/11084/21387,"""Back Alley Deli with Awning Up""",image,reformatted digital,image/jpeg,,,
991011589470304641,http://hdl.handle.net/11084/21276,"""Eckerman's Jewelry Storefront""",image,reformatted digital,image/jpeg,,,
991011589470404641,http://hdl.handle.net/11084/20567,"""Inside of ASI Sign Systems Building""",image,reformatted digital,image/jpeg,,,
991011589470504641,http://hdl.handle.net/11084/21386,"""900 Block of Broad Street With Back Alley Deli""",image,reformatted digital,image/jpeg,,,
991011589470604641,http://hdl.handle.net/11084/20566,"""DeLONG Building""",image,reformatted digital,image/jpeg,,,
991011589470704641,http://hdl.handle.net/11084/21275,"""915 to 919 Main Street""",image,reformatted digital,image/jpeg,,,
991011589470804641,http://hdl.handle.net/11084/21385,"""900 Block of Broad Street [001]""",image,reformatted digital,image/jpeg,,,
991011589470904641,http://hdl.handle.net/11084/20565,"""Sharp Lannom Sitting at Desk""",image,reformatted digital,image/jpeg,,,
991011589471004641,http://hdl.handle.net/11084/20564,"""DeLONG Business Only Sign""",image,reformatted digital,image/jpeg,,,
991011589471104641,http://hdl.handle.net/11084/21274,"""Ornamentation on Spaulding-Spurgeon's Building""",image,reformatted digital,image/jpeg,,,
991011589471204641,http://hdl.handle.net/11084/21384,"""915 Broad Street""",image,reformatted digital,image/jpeg,,,
991011589471304641,http://hdl.handle.net/11084/21496,"""Looking West Down 4th Avenue [001]""",image,reformatted digital,image/jpeg,,,
991011589471404641,http://hdl.handle.net/11084/20563,"""DeLONG Materials Distribution Center [001]""",image,reformatted digital,image/jpeg,,,
991011589471504641,http://hdl.handle.net/11084/21495,"""Hanssen Building""",image,reformatted digital,image/jpeg,,,
991011589471604641,http://hdl.handle.net/11084/20562,"""Miraco Building with Company Truck""",image,reformatted digital,image/jpeg,,,
991011589471704641,http://hdl.handle.net/11084/21494,"""Hanssen Building Detail""",image,reformatted digital,image/jpeg,,,
991011589471804641,http://hdl.handle.net/11084/20561,"""Construction at Miraco Building""",image,reformatted digital,image/jpeg,,,
991011589471904641,http://hdl.handle.net/11084/12926,"""Hy-Vee""",photograph,reformatted digital,image/tiff,,,
991011589472004641,http://hdl.handle.net/11084/12924,"""Smith Funeral Home""",photograph,reformatted digital,image/tiff,,,
991011589472104641,http://hdl.handle.net/11084/12830,"""Early Grinnellians""",photograph,reformatted digital,image/tiff,,,
991011589472204641,http://hdl.handle.net/11084/12829,"""Grinnell National Guard Kangaroo Court""",photograph,reformatted digital,image/tiff,,,
991011589472304641,http://hdl.handle.net/11084/19264,"""Two People Dressed as Donkeys in the 1949 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589472404641,http://hdl.handle.net/11084/19263,"""Man in a Dress on a Tractor in the 1949 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589472504641,http://hdl.handle.net/11084/19262,"""Ritter Maytag & Appliance Co. Car in 1949 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589472604641,http://hdl.handle.net/11084/19261,"""Men on Horses in 1949 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589472704641,http://hdl.handle.net/11084/19260,"""Grinnell IMP Store Float in 1949 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589472804641,http://hdl.handle.net/11084/19259,"""Telephone Service Float in the 1949 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589472904641,http://hdl.handle.net/11084/19258,"""Horsemen in the 1949 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589473004641,http://hdl.handle.net/11084/12828,"""Grinnell National Guard, Company K""",photograph,reformatted digital,image/tiff,,,
991011589473104641,http://hdl.handle.net/11084/19257,"""County 4-H Champ F.D.E. Float in the 1949 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589473204641,http://hdl.handle.net/11084/12827,"""Burk-Leins Novelty Orchestra""",photograph,reformatted digital,image/tiff,,,
991011589473304641,http://hdl.handle.net/11084/19256,"""McGregor's Furniture Truck in the 1949 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589473404641,http://hdl.handle.net/11084/12826,"""Iowa Department of Transportation Building, Grinnell""",photograph,reformatted digital,image/tiff,,,
991011589473504641,http://hdl.handle.net/11084/19255,"""Marching band With Baton Twirlers in the 1949 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589473604641,http://hdl.handle.net/11084/12823,"""Tickets for Gone With the Wind""",text,reformatted digital,image/tiff,,,
991011589473704641,http://hdl.handle.net/11084/19254,"""Bates Flowers Float in the 1949 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589473804641,http://hdl.handle.net/11084/19253,"""Campfire Girls in 1948 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589473904641,http://hdl.handle.net/11084/19252,"""Green's Food MKT Horse and Carriage in 1948 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589474004641,http://hdl.handle.net/11084/19251,"""Kellogg Float in the 1948 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589474104641,http://hdl.handle.net/11084/19250,"""Chester Royal Grange Pioneer Farm Float in 1948 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589474204641,http://hdl.handle.net/11084/12821,"""Letter from H.R. Booknau to G.H. Hamlin""",letter,reformatted digital,image/tiff,,,
991011589474304641,http://hdl.handle.net/11084/12820,"""Letter from M.A. Sulser to George Hamlin""",letter,reformatted digital,image/tiff,,,
991011589474404641,http://hdl.handle.net/11084/12712,"""Blue Banner Kentucky Rock""",photograph,reformatted digital,image/tiff,,,
991011589474504641,http://hdl.handle.net/11084/20383,"""Boy Watering Newly Planted Shrub Outside of Davis Elementary School""",image,reformatted digital,image/jpeg,,,
991011589474604641,http://hdl.handle.net/11084/20382,"""Children on the Davis Elementary School Playground""",image,reformatted digital,image/jpeg,,,
991011589474704641,http://hdl.handle.net/11084/20381,"""Northern View of Davis Elementary School""",image,reformatted digital,image/jpeg,,,
991011589474804641,http://hdl.handle.net/11084/19249,"""Two people on Horseback""",image,reformatted digital,image/jpeg,,,
991011589474904641,http://hdl.handle.net/11084/12478,"""Dr. Samuel Austin Cravath""",portrait,reformatted digital,image/tiff,,,
991011589475004641,http://hdl.handle.net/11084/19248,"""Giant Mattress With Stars and a Person in 1949 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589475104641,http://hdl.handle.net/11084/19247,"""Truck with new 1950 Model Car in 1949 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589475204641,http://hdl.handle.net/11084/20380,"""Southern View of Davis Elementary School Playground West Side""",image,reformatted digital,image/jpeg,,,
991011589475304641,http://hdl.handle.net/11084/20379,"""Southern View of Davis Elementary School Playground East Side""",image,reformatted digital,image/jpeg,,,
991011589475404641,http://hdl.handle.net/11084/20378,"""Southwestern View of Davis Elementary School""",image,reformatted digital,image/jpeg,,,
991011589475504641,http://hdl.handle.net/11084/19246,"""Cunningham Plumbing and Heating Float in 1948 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589475604641,http://hdl.handle.net/11084/19245,"""Clown on bicycle""",image,reformatted digital,image/jpeg,,,
991011589475704641,http://hdl.handle.net/11084/20377,"""Northeastern View of Davis Elementary School""",image,reformatted digital,image/jpeg,,,
991011589475804641,http://hdl.handle.net/11084/20376,"""People Planting Shrubs at Davis Elementary School""",image,reformatted digital,image/jpeg,,,
991011589475904641,http://hdl.handle.net/11084/12477,"""Dr. E.W. Clark Plays the Drums""",photograph,reformatted digital,image/tiff,,,
991011589476004641,http://hdl.handle.net/11084/20375,"""Jack Robertson""",image,reformatted digital,image/jpeg,,,
991011589476104641,http://hdl.handle.net/11084/12476,"""Interior of the Grinnell Aeroplane Company""",photograph,reformatted digital,image/tiff,,,
991011589476204641,http://hdl.handle.net/11084/12474,"""Train Crossing Sixth Avenue""",photograph,reformatted digital,image/tiff,,,
991011589476304641,http://hdl.handle.net/11084/19241,"""Three Men on a Wagon in 1948 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589476404641,http://hdl.handle.net/11084/12456,"""Frozen Water Tank""",photograph,reformatted digital,image/tiff,,,
991011589476504641,http://hdl.handle.net/11084/19240,"""Car and Bikes in 1948 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589476604641,http://hdl.handle.net/11084/19239,"""Covered 49'ers Wagon in 1948 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589476704641,http://hdl.handle.net/11084/20374,"""Brenton National Bank Building""",image,reformatted digital,image/jpeg,,,
991011589476804641,http://hdl.handle.net/11084/20373,"""Side View of the Exterior of Brenton National Bank""",image,reformatted digital,image/jpeg,,,
991011589476904641,http://hdl.handle.net/11084/19238,"""Slim's Skelly Service Parade Float in 1948 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589477004641,http://hdl.handle.net/11084/12447,"""Looking North from 6th Avenue and Penrose""",photograph,reformatted digital,image/tiff,,,
991011589477104641,http://hdl.handle.net/11084/20372,"""Exterior view of Stained Glass Windows in Brenton National Bank""",image,reformatted digital,image/jpeg,,,
991011589477204641,http://hdl.handle.net/11084/19237,"""Vocational Education Float in 1948 Grinnell Day Parade""",image,reformatted digital,image/jpeg,,,
991011589477304641,http://hdl.handle.net/11084/20371,"""Exterior View of Brenton National Bank""",image,reformatted digital,image/jpeg,,,
991011589477404641,http://hdl.handle.net/11084/20370,"""Man Standing in a Truck Bed Speaking to People in Parking Lot""",image,reformatted digital,image/jpeg,,,
991011589477504641,http://hdl.handle.net/11084/20369,"""Children Planting a Shrub at Davis Elementary""",image,reformatted digital,image/jpeg,,,
991011589477604641,http://hdl.handle.net/11084/12446,"""Drainage Ditch Licks Problem""",photograph,reformatted digital,image/tiff,,,
991011589477704641,http://hdl.handle.net/11084/12445,"""Aerial View of Grinnell in the 1960s""",photograph,reformatted digital,image/tiff,,,
991011589477804641,http://hdl.handle.net/11084/12444,"""Budweiser Clydesdales in Grinnell [002]""",photograph,reformatted digital,image/tiff,,,
991011589477904641,http://hdl.handle.net/11084/12443,"""Budweiser Clydesdales in Grinnell [001]""",photograph,reformatted digital,image/tiff,,,
991011589478004641,http://hdl.handle.net/11084/18980,"""Peter and Polly""",book,reformatted digital,,,,
991011589478104641,http://hdl.handle.net/11084/18919,"""Razelle Club""",photograph,reformatted digital,image/tiff,,,
991011589478204641,http://hdl.handle.net/11084/18918,"""Dr. Edwin E. Harris as William Pine in /""Passers-By/""""",portrait,reformatted digital,image/tiff,,,
991011589478304641,http://hdl.handle.net/11084/18899,"""Omega Sigma Club Group Photo""",photograph,reformatted digital,image/tiff,,,
991011589478404641,http://hdl.handle.net/11084/12381,"""Military Parade in Grinnell circa 1915""",photograph,reformatted digital,image/tiff,,,
991011589478504641,http://hdl.handle.net/11084/12378,"""National Guard Armory""",photograph,reformatted digital,image/tiff,,,
991011589478604641,http://hdl.handle.net/11084/12376,"""Train Derailment""",photograph,reformatted digital,image/tiff,,,
991011589478704641,http://hdl.handle.net/11084/20368,"""Elderly Man and Young Girl on Bikes""",image,reformatted digital,image/jpeg,,,
991011589478804641,http://hdl.handle.net/11084/12351,"""Characteristics of the Times and Seasons""",journal,,,,,
991011589478904641,http://hdl.handle.net/11084/20367,"""Arhens Family Center""",image,reformatted digital,image/jpeg,,,
991011589479004641,http://hdl.handle.net/11084/20366,"""Storage Shed""",image,reformatted digital,image/jpeg,,,
991011589479104641,http://hdl.handle.net/11084/12299,"""Grinnell Celebration""",photograph,reformatted digital,image/tiff,,,
991011589479204641,http://hdl.handle.net/11084/12294,"""Rock Island Freight Depot""",photograph,reformatted digital,image/tiff,,,
991011589479304641,http://hdl.handle.net/11084/12291,"""Rock Island Stockyards""",photograph,reformatted digital,image/tiff,,,
991011589479404641,http://hdl.handle.net/11084/20365,"""Grinnell Public Service Buildings""",image,reformatted digital,image/jpeg,,,
991011589479504641,http://hdl.handle.net/11084/20364,"""Sho-me Container Plant""",image,reformatted digital,image/jpeg,,,
991011589479604641,http://hdl.handle.net/11084/20363,"""ASI Sign Systems Building""",image,reformatted digital,image/jpeg,,,
991011589479704641,http://hdl.handle.net/11084/20362,"""United McGill Corporation Building""",image,reformatted digital,image/jpeg,,,
991011589479804641,http://hdl.handle.net/11084/20361,"""GTE Building [001]""",image,reformatted digital,image/jpeg,,,
991011589479904641,http://hdl.handle.net/11084/20360,"""Planting Shrubbery at United McGill Corporation""",image,reformatted digital,image/jpeg,,,
991011589480004641,http://hdl.handle.net/11084/20359,"""Four People in a Meeting [001]""",image,reformatted digital,image/jpeg,,,
991011589480104641,http://hdl.handle.net/11084/20358,"""Three Teenagers at The Limit""",image,reformatted digital,image/jpeg,,,
991011589480204641,http://hdl.handle.net/11084/20357,"""Five Children Climbing on Plastic Pipe House""",image,reformatted digital,image/jpeg,,,
991011589480304641,http://hdl.handle.net/11084/12271,"""Grinnell in the 1870s""",photograph,reformatted digital,image/tiff,,,
991011589480404641,http://hdl.handle.net/11084/20356,"""Four Children Climbing on Plastic PIpe House""",image,reformatted digital,image/jpeg,,,
991011589480504641,http://hdl.handle.net/11084/12268,"""Hon. Beth Jenkins""",photograph,reformatted digital,image/tiff,,,
991011589480604641,http://hdl.handle.net/11084/12264,"""Farm Family""",photograph,reformatted digital,image/tiff,,,
991011589480704641,http://hdl.handle.net/11084/12250,"""Quick Lunch""",photograph,reformatted digital,image/tiff,,,
991011589480804641,http://hdl.handle.net/11084/18898,"""Omega Sigma Club Sitting Down to a Meal""",photograph,reformatted digital,image/tiff,,,
991011589480904641,http://hdl.handle.net/11084/18897,"""Omega Sigma Club Gathering""",photograph,reformatted digital,image/tiff,,,
991011589481004641,http://hdl.handle.net/11084/18893,"""Omega Sigma Club Christmas Gathering""",photograph,reformatted digital,image/tiff,,,
991011589481104641,http://hdl.handle.net/11084/18878,"""High School, Grinnell, Iowa [002]""",photograph,reformatted digital,image/tiff,,,
991011589481204641,http://hdl.handle.net/11084/18875,"""Woman at the Beach""",photograph,reformatted digital,image/tiff,,,
991011589481304641,http://hdl.handle.net/11084/18873,"""Grant and Don Williams""",portrait,reformatted digital,image/tiff,,,
991011589481404641,http://hdl.handle.net/11084/18872,"""Harry, John, and Garrett Grinnell""",portrait,reformatted digital,image/tiff,,,
991011589481504641,http://hdl.handle.net/11084/20355,"""Curbside recycling in Grinnell""",image,reformatted digital,image/jpeg,,,
991011589481604641,http://hdl.handle.net/11084/20354,"""Recycling Truck with Compartments for Sorting""",image,reformatted digital,image/jpeg,,,
991011589481704641,http://hdl.handle.net/11084/18871,"""G.C. and Rilla Grinnell""",portrait,reformatted digital,image/tiff,,,
991011589481804641,http://hdl.handle.net/11084/18869,"""Washington #5""",photograph,reformatted digital,image/tiff,,,
991011589481904641,http://hdl.handle.net/11084/18868,"""Washington #6""",photograph,reformatted digital,image/tiff,,,
991011589482004641,http://hdl.handle.net/11084/18839,"""Grant #9""",photograph,reformatted digital,image/tiff,,,
991011589482104641,http://hdl.handle.net/11084/18836,"""Iowa State Patrol Truck After 1978 Tornado""",photograph,reformatted digital,image/tiff,,,
991011589482204641,http://hdl.handle.net/11084/12249,"""Water Tower Construction""",photograph,reformatted digital,image/tiff,,,
991011589482304641,http://hdl.handle.net/11084/20353,"""Elderly Woman with Two Young Children""",image,reformatted digital,image/jpeg,,,
991011589482404641,http://hdl.handle.net/11084/12247,"""Clark Lumber Company on Third Avenue""",photograph,reformatted digital,image/tiff,,,
991011589482504641,http://hdl.handle.net/11084/20352,"""Iowa Peace Institute Group Photo""",image,reformatted digital,image/jpeg,,,
991011589482604641,http://hdl.handle.net/11084/20351,"""People at Iowa Peace Institute Information Session""",image,reformatted digital,image/jpeg,,,
991011589482704641,http://hdl.handle.net/11084/20350,"""Woman at Recycling Center""",image,reformatted digital,image/jpeg,,,
991011589482804641,http://hdl.handle.net/11084/20349,"""Dance at The Limit""",image,reformatted digital,image/jpeg,,,
991011589482904641,http://hdl.handle.net/11084/20348,"""Group of People in a Planning Meeting""",image,reformatted digital,image/jpeg,,,
991011589483004641,http://hdl.handle.net/11084/20347,"""Limit Sign""",image,reformatted digital,image/jpeg,,,
991011589483104641,http://hdl.handle.net/11084/12244,"""4th Ave. Grinnell, Ia. 5188""",photograph,reformatted digital,image/tiff,,,
991011589483204641,http://hdl.handle.net/11084/20346,"""Merrill Park Sign""",image,reformatted digital,image/jpeg,,,
991011589483304641,http://hdl.handle.net/11084/20345,"""Spurgeon's Building""",image,reformatted digital,image/jpeg,,,
991011589483404641,http://hdl.handle.net/11084/20344,"""McNally's Foods""",image,reformatted digital,image/jpeg,,,
991011589483504641,http://hdl.handle.net/11084/18835,"""Aftermath of 1978 Tornado at Rick's 66 Service Station""",photograph,reformatted digital,image/tiff,,,
991011589483604641,http://hdl.handle.net/11084/12243,"""Fire at Fourth and State""",photograph,reformatted digital,image/tiff,,,
991011589483704641,http://hdl.handle.net/11084/18833,"""Overturned Combine After 1978 Tornado""",photograph,reformatted digital,image/tiff,,,
991011589483804641,http://hdl.handle.net/11084/12242,"""Parade on Broad Street""",photograph,reformatted digital,image/tiff,,,
991011589483904641,http://hdl.handle.net/11084/12241,"""Looking South on High Street from Fifth Avenue""",photograph,reformatted digital,image/tiff,,,
991011589484004641,http://hdl.handle.net/11084/12240,"""Mears Cottage""",photograph,reformatted digital,image/tiff,,,
991011589484104641,http://hdl.handle.net/11084/12239,"""Park, Grinnell, Ia.  5258""",postcard,reformatted digital,image/tiff,,,
991011589484204641,http://hdl.handle.net/11084/20343,"""Balloon Drop for Grinnell 2000 Foundation""",image,reformatted digital,image/jpeg,,,
991011589484304641,http://hdl.handle.net/11084/20342,"""Children Playing in Sandlot""",image,reformatted digital,image/jpeg,,,
991011589484404641,http://hdl.handle.net/11084/20341,"""Tree removal at Hazelwood Cemetery""",image,reformatted digital,image/jpeg,,,
991011589484504641,http://hdl.handle.net/11084/18832,"""Aftermath of 1978 Tornado Looking Towards Pester Derby""",photograph,reformatted digital,image/tiff,,,
991011589484604641,http://hdl.handle.net/11084/18825,"""Six Women In Front of Car""",photograph,reformatted digital,image/tiff,,,
991011589484704641,http://hdl.handle.net/11084/20340,"""Street Light Banner""",image,reformatted digital,image/jpeg,,,
991011589484804641,http://hdl.handle.net/11084/17376,"""Dale Wolfe Early Life in His Own Words""",text,reformatted digital,application/pdf,,,
